osmid,y,x,highway,street_count,dc,cc,bc,vul,sub,eff,time,ref,geometry
617798750,-23.547233,-46.6370328,,3,0.0011318619128466328,0.0380782376208109,0.016193476320921153,0.0016562875818569639,3.843756245485053,0.05142758830976092,86487.33069705963,,POINT (-46.6370328 -23.547233)
617887905,-23.5482794,-46.6426447,,4,0.0011318619128466328,0.03566994378299676,0.006407512296220907,0.00022204345656865298,5.031997021703055,0.05142758830976092,86487.33069705963,,POINT (-46.6426447 -23.5482794)
618352974,-23.5482494,-46.6547994,,3,0.0008488964346349745,0.031008158061082553,0.007297795271645961,0.00013217220430205271,3.397272307743807,0.05142758830976092,86487.33069705963,,POINT (-46.6547994 -23.5482494)
618352978,-23.5470678,-46.6536358,,4,0.0011318619128466328,0.02977680007428926,0.0038234201850043796,0.0006294096557059076,4.6709301167993305,0.05142758830976092,86487.33069705963,,POINT (-46.6536358 -23.5470678)
619187087,-23.560943,-46.6478772,,3,0.0011318619128466328,0.027075823622113075,0.0016397971851228688,-1.576782016405301e-05,3.3814488181801243,0.05142758830976092,86487.33069705963,,POINT (-46.6478772 -23.560943)
619194403,-23.5395111,-46.6094712,,3,0.001414827391058291,0.02625076860798181,0.00807322033158992,-0.00011765936490939416,3.7412746161599997,0.05142758830976092,86487.33069705963,,POINT (-46.6094712 -23.5395111)
619194405,-23.5389198,-46.6061343,,3,0.0008488964346349745,0.02435201431081317,0.00027567709482154753,-0.0001750423390336,2.9619585012947844,0.05142758830976092,86487.33069705963,,POINT (-46.6061343 -23.5389198)
627949654,-23.5391225,-46.6373843,traffic_signals,4,0.001414827391058291,0.03449072058753997,0.010939754216441364,0.0001084690993793019,4.9605862216246095,0.05142758830976092,86487.33069705963,,POINT (-46.6373843 -23.5391225)
627949655,-23.5397854,-46.6368191,traffic_signals,4,0.001414827391058291,0.0338145000843628,0.003873914593583351,0.00010507187231673707,4.9854743912899355,0.05142758830976092,86487.33069705963,,POINT (-46.6368191 -23.5397854)
627949664,-23.5387677,-46.6360409,traffic_signals,4,0.0011318619128466328,0.03675751591161347,0.018654751891059664,0.00015909301673528453,5.446006335023614,0.05142758830976092,86487.33069705963,,POINT (-46.6360409 -23.5387677)
627949665,-23.5387383,-46.6361693,traffic_signals,4,0.0011318619128466328,0.03651556912302276,0.01743892482468395,0.00011950265410025428,4.954540611565838,0.05142758830976092,86487.33069705963,,POINT (-46.6361693 -23.5387383)
627949673,-23.5393724,-46.6337149,traffic_signals,4,0.0011318619128466328,0.03929210152745308,0.014163274314936213,0.0005137425047788558,4.402082063054744,0.05142758830976092,86487.33069705963,,POINT (-46.6337149 -23.5393724)
627949674,-23.5392538,-46.6337054,traffic_signals,4,0.0011318619128466328,0.039256254843719834,0.03250878335420755,0.0006009206405949199,4.4750093357209,0.05142758830976092,86487.33069705963,,POINT (-46.6337054 -23.5392538)
627949679,-23.5385899,-46.6339596,,3,0.0011318619128466328,0.03517204108329593,0.017930212355421537,0.00013400336452661654,3.416163643828759,0.05142758830976092,86487.33069705963,,POINT (-46.6339596 -23.5385899)
