u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,ref,bridge,junction
1455087457,3160449694,0,132231882,True,,,residential,,False,19.154,"LINESTRING (-45.8636349 -23.2005619, -45.8635392 -23.20071)",0.04858630164744248,0.9998276995191531,,,
1455087457,3160449709,0,448343874,True,,Avenida dos Astronautas,secondary,60,False,19.261,"LINESTRING (-45.8636349 -23.2005619, -45.8635071 -23.2006892)",0.06005707999582823,0.9997184803358911,,,
1455133624,1454044923,0,472739642,True,,Avenida dos Astronautas,secondary,60,False,619.614,"LINESTRING (-45.860633 -23.2057939, -45.8605526 -23.2058272, -45.8604715 -23.2058539, -45.8604031 -23.2058892, -45.8603382 -23.2059254, -45.8602743 -23.2059802, -45.8597261 -23.2065711, -45.8595217 -23.2068011, -45.8583672 -23.2081001, -45.8581969 -23.2083143, -45.8576398 -23.2090149, -45.8575632 -23.2091479, -45.8574717 -23.2093377, -45.857362 -23.2096107, -45.8572864 -23.2098963, -45.8572045 -23.2102514)",0.08794836296473668,,,,
1455234233,1455234255,0,132243311,True,,Rua Patativa,secondary,,False,27.142,"LINESTRING (-45.8545897 -23.1852467, -45.8544918 -23.1853158, -45.8544415 -23.185365, -45.8544243 -23.1854261)",0.010453601736727847,0.9995156077095405,,,
1455234233,1455281904,0,750580096,False,,Rua Patativa,secondary,,True,74.759,"LINESTRING (-45.8545897 -23.1852467, -45.8547396 -23.185181, -45.8552392 -23.1849378)",0.00013750411157160714,0.9992287170970465,,,
1455234251,3321113933,0,132243307,True,,,secondary,,False,5.995,"LINESTRING (-45.8542484 -23.1853448, -45.8542756 -23.1853348, -45.8543047 -23.1853312)",0.01431809749358595,0.9997530670922967,,,roundabout
1455234251,1455281909,0,132257895,True,,Rua dos Pardais,residential,,False,76.961,"LINESTRING (-45.8542484 -23.1853448, -45.8541879 -23.185279, -45.8536133 -23.184982)",0.0013724097098874886,0.9998013176484828,,,
1455234255,1455234258,0,132243307,True,,,secondary,,False,4.21,"LINESTRING (-45.8544243 -23.1854261, -45.8544253 -23.185445, -45.8544228 -23.1854638)",0.024222116965989075,0.9985317455999173,,,roundabout
1455234258,3321113922,0,132243307,True,,,secondary,,False,18.201,"LINESTRING (-45.8544228 -23.1854638, -45.8544102 -23.1854944, -45.8543884 -23.1855203, -45.8543592 -23.1855391, -45.8543253 -23.1855491, -45.8542897 -23.1855495)",0.00013709624366817973,0.9996519225438103,,,roundabout
1455234258,3749371702,0,132245962,True,,,secondary,,False,36.201,"LINESTRING (-45.8544228 -23.1854638, -45.8545474 -23.1855165, -45.8547544 -23.1855764)",0.024085020722320896,0.9986828728020001,,,
1455234306,3321113924,0,132243326,True,,Avenida Deputado Benedito Matarazzo,secondary,,False,44.836,"LINESTRING (-45.8537848 -23.1853485, -45.8542232 -23.1853619)",0.005991671600552595,0.9999696721135816,,,
1455234306,1455281910,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,False,40.561,"LINESTRING (-45.8537848 -23.1853485, -45.853388 -23.1853449)",0.005478955331886137,0.9995675045170255,,,
1455237382,7352696551,0,472952431,True,,Avenida Presidente Juscelino Kubitschek,primary,,False,25.421,"LINESTRING (-45.8634336 -23.1846882, -45.8632012 -23.1847696)",3.9865798302743245e-05,0.9999595415800946,,,
1455237382,7352696554,0,753594657,True,,Rua Jose Potiguara Miragaia,primary_link,,False,53.400999999999996,"LINESTRING (-45.8634336 -23.1846882, -45.8633333 -23.1847878, -45.8632787 -23.1848499, -45.8631784 -23.1849706, -45.8630901 -23.1850489)",0.0008379711861061773,0.9997959164248923,,,
1455237392,3749371703,0,132245966,True,,,secondary_link,,False,33.664,"LINESTRING (-45.8547855 -23.1857342, -45.8544787 -23.1856241)",0.01580698638247484,0.9998850545941596,,,
1455237392,2285116539,0,219348020,True,,,secondary,,False,19.585,"LINESTRING (-45.8547855 -23.1857342, -45.8547869 -23.1858348, -45.8547545 -23.1859042)",0.01690385970847783,0.999852417146468,,,
1455257537,1698477066,0,132250861,False,,Rua Badue Cury,residential,,False,48.215,"LINESTRING (-45.8621592 -23.1861138, -45.8617195 -23.1859568)",0.00038886038199241284,0.9999741958109254,,,
1455257537,7737676352,0,465492723,True,,Rua José Potiguara Miragaia,residential,40,False,139.619,"LINESTRING (-45.8621592 -23.1861138, -45.8625322 -23.18507, -45.8625458 -23.1849852, -45.8625533 -23.1849143)",6.986382474837182e-05,0.9998108807944114,,,
1455257537,1455257541,0,"[132245961, 883151735]",False,,"['Rua Aldo José de Souza', 'Rua José Potiguara Miragaia']",residential,40,"[False, True]",217.418,"LINESTRING (-45.8621592 -23.1861138, -45.8617267 -23.1874133, -45.8616843 -23.1875155, -45.8616585 -23.1875425, -45.8616285 -23.1875543, -45.8615897 -23.1875574, -45.8615456 -23.1875477, -45.86119 -23.187442)",0.0007763763548251419,0.9999144046901044,,,
1455257539,1456123894,0,745279269,True,,Avenida Projetada,residential,,False,18.184,"LINESTRING (-45.8621114 -23.1848347, -45.8619391 -23.184794)",0.0038422220936196877,0.9998170557327827,,,
1455257541,1455257587,0,132245961,False,,Rua Aldo José de Souza,residential,,False,52.515,"LINESTRING (-45.86119 -23.187442, -45.8607001 -23.1872997)",0.001525339298992347,0.9998792198656432,,,
1455257541,1698477066,0,877535450,True,,Rua Vitório Pulga,residential,,False,173.789,"LINESTRING (-45.86119 -23.187442, -45.8617195 -23.1859568)",0.0003589246948039133,0.9999710101085707,,,
1455257541,1455257537,0,"[132245961, 883151735]",False,,"['Rua Aldo José de Souza', 'Rua José Potiguara Miragaia']",residential,40,"[False, True]",217.418,"LINESTRING (-45.86119 -23.187442, -45.8615456 -23.1875477, -45.8615897 -23.1875574, -45.8616285 -23.1875543, -45.8616585 -23.1875425, -45.8616843 -23.1875155, -45.8617267 -23.1874133, -45.8621592 -23.1861138)",0.0009062561673574107,,,,
1455257556,8167035701,0,132250853,True,,Rua Arcil Moreno,residential,,False,126.163,"LINESTRING (-45.8611041 -23.1846037, -45.8607333 -23.1856859)",0.004914022601187274,0.9999135400380953,,,
1455257556,1455257568,0,745279259,True,,Avenida Projetada,residential,,False,53.543,"LINESTRING (-45.8611041 -23.1846037, -45.8605985 -23.1844778)",0.007265134629741578,0.9999515464325489,,,
1455257557,1455257571,0,132245961,False,,Rua Aldo José de Souza,residential,,False,49.488,"LINESTRING (-45.8602341 -23.1871673, -45.8597701 -23.1870402)",0.0025997911677603804,0.9995672232953084,,,
1455257557,1455257587,0,132245961,False,,Rua Aldo José de Souza,residential,,True,49.855,"LINESTRING (-45.8602341 -23.1871673, -45.8607001 -23.1872997)",0.0034008288928360332,0.999744477533336,,,
1455257557,8167035701,0,877535453,True,,Rua Arcil Moreno,residential,,False,172.446,"LINESTRING (-45.8602341 -23.1871673, -45.8607333 -23.1856859)",0.0013711156220924975,0.9999608689560752,,,
1455257558,1437713760,0,465492722,True,,,residential,,False,13.878,"LINESTRING (-45.8601258 -23.1843545, -45.8601818 -23.1842408)",0.03307247689923834,,,,
1455257558,1437713763,0,744611058,True,,Avenida Projetada,residential,,False,54.146,"LINESTRING (-45.8601258 -23.1843545, -45.8599886 -23.1842949, -45.8599015 -23.184234, -45.8596894 -23.1840826)",0.0008596802841918295,,,,
1455257559,1455257571,0,132245961,False,,Rua Aldo José de Souza,residential,,True,51.59,"LINESTRING (-45.8592917 -23.1868923, -45.8597701 -23.1870402)",0.015985234054150668,0.9986870528524313,,,
1455257559,1455257564,0,745279256,False,,Rua Abília Machado,residential,,True,122.922,"LINESTRING (-45.8592917 -23.1868923, -45.8596256 -23.1858303)",0.027058554418411946,0.9974381322654945,,,
1455257559,7929251829,0,1186691126,True,,Rua Aldo José de Souza,residential,,False,50.915,"LINESTRING (-45.8592917 -23.1868923, -45.8592417 -23.186895, -45.8588089 -23.1867885)",0.02127231041241833,0.998752020673973,,,
1455257560,8981968659,0,132250856,True,,Rua Abília Machado,residential,,False,87.157,"LINESTRING (-45.8597818 -23.1853865, -45.8600303 -23.1846367)",0.008433603678955855,0.9999478181954294,,,
1455257560,1455257564,0,745279256,False,,Rua Abília Machado,residential,,False,51.867,"LINESTRING (-45.8597818 -23.1853865, -45.8596256 -23.1858303)",0.011860659720720267,0.9998672644138417,,,
1455257564,1455257559,0,745279256,False,,Rua Abília Machado,residential,,False,122.922,"LINESTRING (-45.8596256 -23.1858303, -45.8592917 -23.1868923)",0.018314622677702768,,,,
1455257564,1455257560,0,745279256,False,,Rua Abília Machado,residential,,True,51.867,"LINESTRING (-45.8596256 -23.1858303, -45.8597818 -23.1853865)",0.008692516469781015,,,,
1455257564,1455257601,0,132250870,False,,Rua Abília Machado,residential,,False,48.325,"LINESTRING (-45.8596256 -23.1858303, -45.8594673 -23.1857842, -45.8591764 -23.1856948)",0.018084267012508835,0.9985010681680158,,,
1455257568,1698477061,0,132250859,False,,Rua Doutor Alvaro Augusto de Almeida,residential,,False,121.389,"LINESTRING (-45.8605985 -23.1844778, -45.8602754 -23.1855283)",0.005212865104647894,0.9997972347011497,,,
1455257568,1455257558,0,745279259,True,,Avenida Projetada,residential,,False,50.225,"LINESTRING (-45.8605985 -23.1844778, -45.8602556 -23.1843883, -45.8601258 -23.1843545)",0.013586478512825299,,,,
1455257571,1455257559,0,132245961,False,,Rua Aldo José de Souza,residential,,False,51.59,"LINESTRING (-45.8597701 -23.1870402, -45.8592917 -23.1868923)",0.0026855270685939726,,,,
1455257571,1455257557,0,132245961,False,,Rua Aldo José de Souza,residential,,True,49.488,"LINESTRING (-45.8597701 -23.1870402, -45.8602341 -23.1871673)",0.0052231432142622915,,,,
1455257571,1698477061,0,877535452,True,,Rua Doutor Alvaro Augusto de Almeida,residential,,False,175.871,"LINESTRING (-45.8597701 -23.1870402, -45.8602754 -23.1855283)",0.01067635493905476,0.9997760424000902,,,
1455257576,1698477066,0,132250861,False,,Rua Badue Cury,residential,,True,53.289,"LINESTRING (-45.8612205 -23.185818, -45.8617195 -23.1859568)",0.0009215841063087956,0.9999125392522997,,,
1455257576,8167035701,0,"[877790385, 877790386, 132250861]",False,,Rua Badue Cury,residential,,False,51.92399999999999,"LINESTRING (-45.8612205 -23.185818, -45.8609815 -23.1857518, -45.8608894 -23.1857292, -45.8607333 -23.1856859)",0.002204410623475159,0.9999012744156999,,,
1455257587,1455257557,0,132245961,False,,Rua Aldo José de Souza,residential,,False,49.855,"LINESTRING (-45.8607001 -23.1872997, -45.8602341 -23.1871673)",0.0021485924684266923,,,,
1455257587,1455257541,0,132245961,False,,Rua Aldo José de Souza,residential,,True,52.515,"LINESTRING (-45.8607001 -23.1872997, -45.86119 -23.187442)",0.002014143806328531,,,,
1455257587,1455257576,0,132250866,True,,Rua Paulo Foresti W da Silva,residential,,False,173.131,"LINESTRING (-45.8607001 -23.1872997, -45.8612205 -23.185818)",0.0007634319170731413,,,,
1455257601,1455257604,0,132250870,False,,Rua Abília Machado,residential,,False,9.624,"LINESTRING (-45.8591764 -23.1856948, -45.859086 -23.1856706)",0.009552003157686995,0.984636793312971,,,
1455257601,1455257564,0,132250870,False,,Rua Abília Machado,residential,,True,48.325,"LINESTRING (-45.8591764 -23.1856948, -45.8594673 -23.1857842, -45.8596256 -23.1858303)",0.006172192020859873,,,,
1455257601,8981968659,0,"[970543082, 132250876]",False,,Rua Esaku Ihara,residential,,True,181.49300000000002,"LINESTRING (-45.8591764 -23.1856948, -45.8595685 -23.1845939, -45.859599 -23.184544, -45.859642 -23.1845292, -45.8596627 -23.1845311, -45.859707 -23.184536, -45.859823 -23.1845637, -45.8600303 -23.1846367)",0.012545894537013305,0.9997747099513214,,,
1455257604,1455257615,0,132250870,False,,Rua Abília Machado,residential,,False,22.116,"LINESTRING (-45.859086 -23.1856706, -45.858879 -23.1856127)",0.007829484902309058,0.9876735709488945,,,
1455257604,1455257601,0,132250870,False,,Rua Abília Machado,residential,,True,9.624,"LINESTRING (-45.859086 -23.1856706, -45.8591764 -23.1856948)",0.009552003157686995,,,,
1455257604,1455257664,0,132250893,False,,Rua Norberto Nogueira,residential,,False,109.94800000000001,"LINESTRING (-45.859086 -23.1856706, -45.8589888 -23.1859612, -45.8589831 -23.185976, -45.8589864 -23.1859892, -45.8590598 -23.1860326, -45.8590671 -23.1860494, -45.859067 -23.1860641, -45.8589033 -23.1865853)",0.0008762581409117822,0.9983749509258685,,,
1455257615,8167479112,0,132250870,False,,Rua Abília Machado,residential,,False,25.869,"LINESTRING (-45.858879 -23.1856127, -45.8586343 -23.1855533)",0.00610065127294257,0.9905591134695908,,,
1455257615,1455257604,0,132250870,False,,Rua Abília Machado,residential,,True,22.116,"LINESTRING (-45.858879 -23.1856127, -45.859086 -23.1856706)",0.007829484902309058,,,,
1455257615,1455257651,0,132250886,False,,Rua Alcides Franco Rodrigues,residential,,True,78.923,"LINESTRING (-45.858879 -23.1856127, -45.8591109 -23.1849357)",0.0008762581409117822,0.9984607575974014,,,
1455257617,8167501028,0,877837693,False,,Rua Abília Machado,residential,,True,25.682,"LINESTRING (-45.8582733 -23.1854426, -45.8585145 -23.1855073)",0.0008762581409117822,0.9986787456682694,,,
1455257637,2061127769,0,"[132255579, 132255567]",False,,,residential,,False,113.743,"LINESTRING (-45.8583467 -23.1848308, -45.8575869 -23.1846212, -45.8574954 -23.1849026)",0.0008762581409117822,0.9984568222337498,,,
1455257651,1455257615,0,132250886,False,,Rua Alcides Franco Rodrigues,residential,,False,78.923,"LINESTRING (-45.8591109 -23.1849357, -45.858879 -23.1856127)",0.0008762581409117822,,,,
1455257664,1455257604,0,132250893,False,,Rua Norberto Nogueira,residential,,True,109.948,"LINESTRING (-45.8589033 -23.1865853, -45.859067 -23.1860641, -45.8590671 -23.1860494, -45.8590598 -23.1860326, -45.8589864 -23.1859892, -45.8589831 -23.185976, -45.8589888 -23.1859612, -45.859086 -23.1856706)",0.0008762581409117822,,,,
1455273014,1455273016,0,132255567,False,,,residential,,False,37.585,"LINESTRING (-45.8573903 -23.1852586, -45.857287 -23.185583)",0.010900059206631148,0.995847709328958,,,
1455273014,2061127769,0,132255567,False,,,residential,,True,41.017,"LINESTRING (-45.8573903 -23.1852586, -45.8574954 -23.1849026)",0.004247167949477009,0.9991900311644796,,,
1455273014,1455273036,0,132255576,False,,Rua Patativa,residential,,True,79.54,"LINESTRING (-45.8573903 -23.1852586, -45.8581355 -23.1854646)",0.0008762581409117822,0.998374156593854,,,
1455273014,8959528828,0,132255582,False,,,residential,,False,69.325,"LINESTRING (-45.8573903 -23.1852586, -45.8567403 -23.1850806)",0.011443457667258733,0.9991565175443677,,,
1455273016,1455273018,0,132255567,False,,,residential,,False,38.038,"LINESTRING (-45.857287 -23.185583, -45.8571795 -23.1859105)",0.01257100190776923,0.994820073428114,,,
1455273016,1455273014,0,132255567,False,,,residential,,True,37.585,"LINESTRING (-45.857287 -23.185583, -45.8573903 -23.1852586)",0.017341306492993883,,,,
1455273016,1455273052,0,132255590,False,,,residential,,False,76.766,"LINESTRING (-45.857287 -23.185583, -45.8580053 -23.1857846)",0.0008762581409117822,0.9983054242949625,,,
1455273018,1455273016,0,132255567,False,,,residential,,True,38.038,"LINESTRING (-45.8571795 -23.1859105, -45.857287 -23.185583)",0.019012249194131966,,,,
1455273018,1455273050,0,132255585,False,,,residential,,False,75.502,"LINESTRING (-45.8571795 -23.1859105, -45.8578862 -23.1861081)",0.0008762581409117822,0.9982168613351762,,,
1455273018,8959712576,0,968451734,False,,,residential,,False,40.507,"LINESTRING (-45.8571795 -23.1859105, -45.857082 -23.1862225, -45.8570689 -23.1862603)",0.014247602131438726,0.9934891128537587,,,
1455273028,2061127769,0,132255570,False,,Rua 71,residential,,False,79.336,"LINESTRING (-45.8582222 -23.1851339, -45.8575349 -23.1849411, -45.8574954 -23.1849026)",0.0008762581409117822,0.9984568222337498,,,
1455273030,8959528829,0,132255570,False,,Rua 71,residential,,False,15.532,"LINESTRING (-45.8570002 -23.1847559, -45.8568562 -23.1847113)",0.0001028221827511348,0.9998376247881172,,,
1455273030,1455273056,0,132255593,False,,,residential,,False,51.952,"LINESTRING (-45.8570002 -23.1847559, -45.8571502 -23.1843095)",0.0008762581409117822,0.9985209864366095,,,
1455273030,2061127769,0,132255570,False,,Rua 71,residential,,True,53.255,"LINESTRING (-45.8570002 -23.1847559, -45.857445 -23.1848794, -45.8574954 -23.1849026)",0.0017666469311229526,0.9997602218089022,,,
1455273031,8959528829,0,132255570,False,,Rua 71,residential,,True,44.373,"LINESTRING (-45.8564448 -23.1845839, -45.8568562 -23.1847113)",0.002615985790408526,0.998912367854111,,,
1455273031,1455273032,0,222089447,True,,Rua 71,residential,,False,34.618,"LINESTRING (-45.8564448 -23.1845839, -45.8562433 -23.1845427, -45.8561111 -23.1845461)",0.008481834841692746,0.9998310834543412,,,
1455273032,1455283730,0,750580096,False,,Rua Patativa,secondary,,False,30.553,"LINESTRING (-45.8561111 -23.1845461, -45.8558457 -23.1846725)",0.008468798105387802,0.9992169090318023,,,
1455273032,8182528908,0,750580096,False,,Rua Patativa,secondary,,True,24.463,"LINESTRING (-45.8561111 -23.1845461, -45.8563236 -23.1844449)",0.0029776593645154926,0.9998222001126306,,,
1455273036,1455273014,0,132255576,False,,Rua Patativa,residential,,False,79.54,"LINESTRING (-45.8581355 -23.1854646, -45.8573903 -23.1852586)",0.0008762581409117822,,,,
1455273046,8959528828,0,132255582,False,,,residential,,True,32.819,"LINESTRING (-45.8564326 -23.1849963, -45.8567403 -23.1850806)",0.0008762581409117822,0.9984510570778531,,,
1455273050,1455273018,0,132255585,False,,,residential,,True,75.502,"LINESTRING (-45.8578862 -23.1861081, -45.8571795 -23.1859105)",0.0008762581409117822,,,,
1455273052,1455273016,0,132255590,False,,,residential,,True,76.766,"LINESTRING (-45.8580053 -23.1857846, -45.857287 -23.185583)",0.0008762581409117822,,,,
1455273056,1455273030,0,132255593,False,,,residential,,True,51.952,"LINESTRING (-45.8571502 -23.1843095, -45.8570002 -23.1847559)",0.0008762581409117822,,,,
1455273068,1455283738,0,132259946,True,,Rua Bem Te Vi,secondary,,False,22.902,"LINESTRING (-45.8564133 -23.1844021, -45.8565003 -23.1842123)",0.0008746792974146439,0.9999146270213781,,,
1455273068,8182528908,0,750580096,False,,Rua Patativa,secondary,,False,10.33,"LINESTRING (-45.8564133 -23.1844021, -45.8563236 -23.1844449)",0.003501874876652852,0.9937557215909143,,,
1455276991,1698477054,0,744611047,False,,Rua Arapongas,residential,,True,77.752,"LINESTRING (-45.8523178 -23.1851254, -45.8526554 -23.1844988)",0.0004978619827642927,0.9999821600668136,,,
1455276991,1455277030,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,False,111.436,"LINESTRING (-45.8523178 -23.1851254, -45.8519903 -23.1849637, -45.8513696 -23.1846311)",0.0019396092362344583,0.9997955465355297,,,
1455276991,1455281910,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,True,114.372,"LINESTRING (-45.8523178 -23.1851254, -45.852544 -23.1852402, -45.8526955 -23.1852941, -45.8527354 -23.1853083, -45.8529149 -23.1853367, -45.8531574 -23.1853409, -45.853388 -23.1853449)",0.00439925004933886,0.9996956587148252,,,
1455277030,1455277033,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,False,138.499,"LINESTRING (-45.8513696 -23.1846311, -45.850192 -23.184015)",0.0008762581409117822,0.9986698303198431,,,
1455277030,1698477048,0,132260051,False,,Rua das Araras,residential,,True,73.304,"LINESTRING (-45.8513696 -23.1846311, -45.8516061 -23.184212, -45.8516998 -23.1840459)",0.00021524899677652788,0.9999754700918675,,,
1455277030,1455276991,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,True,111.436,"LINESTRING (-45.8513696 -23.1846311, -45.8519903 -23.1849637, -45.8523178 -23.1851254)",0.002185514110913756,,,,
1455277033,1455277030,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,True,138.499,"LINESTRING (-45.850192 -23.184015, -45.8513696 -23.1846311)",0.0008762581409117822,,,,
1455281904,1455281906,0,132259949,False,,Rua Juriti,residential,,False,34.7,"LINESTRING (-45.8552392 -23.1849378, -45.8549527 -23.1847704)",0.000489244128675745,0.9998613336372132,,,
1455281904,1455283730,0,750580096,False,,Rua Patativa,secondary,,True,68.654,"LINESTRING (-45.8552392 -23.1849378, -45.8558457 -23.1846725)",0.0001709361226235116,0.9996431009211443,,,
1455281904,1455234233,0,750580096,False,,Rua Patativa,secondary,,False,74.759,"LINESTRING (-45.8552392 -23.1849378, -45.8547396 -23.185181, -45.8545897 -23.1852467)",0.010041523583974738,,,,
1455281906,1698477053,0,132259949,False,,Rua Juriti,residential,,False,111.623,"LINESTRING (-45.8549527 -23.1847704, -45.8539943 -23.1842892)",0.00010966383790540098,0.999937815090037,,,
1455281906,1455281904,0,132259949,False,,Rua Juriti,residential,,True,34.7,"LINESTRING (-45.8549527 -23.1847704, -45.8552392 -23.1849378)",0.003599842115650286,,,,
1455281906,1698477050,0,222089446,False,,Rua Sabiá,residential,,True,57.651,"LINESTRING (-45.8549527 -23.1847704, -45.8552093 -23.1843087)",5.500953884612855e-05,0.9999821600668136,,,
1455281909,1698477053,0,132259952,False,,Rua dos Tucanos,residential,,True,86.32,"LINESTRING (-45.8536133 -23.184982, -45.8539943 -23.1842892)",0.001857154134596408,0.9997170531467826,,,
1455281909,1698477054,0,132257895,True,,Rua dos Pardais,residential,,False,111.685,"LINESTRING (-45.8536133 -23.184982, -45.8530449 -23.1846953, -45.8526554 -23.1844988)",0.001136964673376765,0.9998451417060822,,,
1455281910,1455234306,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,True,40.561,"LINESTRING (-45.853388 -23.1853449, -45.8537848 -23.1853485)",0.005142687981053879,,,,
1455281910,1455281909,0,132259953,True,,Rua dos Tucanos,residential,,False,47.892,"LINESTRING (-45.853388 -23.1853449, -45.8534861 -23.1852785, -45.8535416 -23.185149, -45.8536133 -23.184982)",0.0014732320242089071,,,,
1455281910,1455276991,0,219348024,False,,Avenida Deputado Benedito Matarazzo,secondary,,False,114.37200000000001,"LINESTRING (-45.853388 -23.1853449, -45.8531574 -23.1853409, -45.8529149 -23.1853367, -45.8527354 -23.1853083, -45.8526955 -23.1852941, -45.852544 -23.1852402, -45.8523178 -23.1851254)",0.003262285375962156,,,,
1455283730,1698477050,0,132260010,False,,Rua Graúna,residential,,True,76.602,"LINESTRING (-45.8558457 -23.1846725, -45.8552093 -23.1843087)",0.00222169594105651,0.9999156870084096,,,
1455283730,1455281904,0,750580096,False,,Rua Patativa,secondary,,False,68.654,"LINESTRING (-45.8558457 -23.1846725, -45.8552392 -23.1849378)",0.006964357608052103,,,,
1455283730,1455273032,0,750580096,False,,Rua Patativa,secondary,,True,30.553,"LINESTRING (-45.8558457 -23.1846725, -45.8561111 -23.1845461)",0.00027345569370436156,,,,
1456123881,1456123927,0,132357377,False,,Rua Doutor Rubens Calasans Camargo,residential,,True,8.481,"LINESTRING (-45.8621012 -23.1844279, -45.8621713 -23.1844687)",0.00262561673574107,0.9999021729806755,,,
1456123894,4604470821,0,745279265,True,,Avenida Projetada,residential,,False,60.315,"LINESTRING (-45.8619391 -23.184794, -45.8613659 -23.1846652)",0.006946070263885256,0.9999263264118865,,,
1456123927,1456123881,0,132357377,False,,Rua Doutor Rubens Calasans Camargo,residential,,False,8.481,"LINESTRING (-45.8621713 -23.1844687, -45.8621012 -23.1844279)",1.5788434971383463e-06,,,,
1456123927,1456126167,0,132357377,False,,Rua Doutor Rubens Calasans Camargo,residential,,True,57.611999999999995,"LINESTRING (-45.8621713 -23.1844687, -45.8622177 -23.1844128, -45.862256 -23.1844087, -45.8623188 -23.1844271, -45.8624372 -23.184462, -45.8626927 -23.1844971)",0.0008762581409117822,0.9985453372146741,,,
1456123927,4604470817,0,465492724,True,,,residential,,False,23.521,"LINESTRING (-45.8621713 -23.1844687, -45.8621563 -23.1845378, -45.8621443 -23.1845934, -45.8620672 -23.1846392)",0.0026240378922439316,0.9995484541652337,,,
1456126167,1456123927,0,132357377,False,,Rua Doutor Rubens Calasans Camargo,residential,,False,57.612,"LINESTRING (-45.8626927 -23.1844971, -45.8624372 -23.184462, -45.8623188 -23.1844271, -45.862256 -23.1844087, -45.8622177 -23.1844128, -45.8621713 -23.1844687)",0.0008762581409117822,,,,
1487272080,8166727195,0,798030528,True,,Via Cambuí,primary,,False,26.908,"LINESTRING (-45.8443112 -23.2282587, -45.8442475 -23.2280239)",0.058376232946531326,0.9997896296967862,,,
1487272080,1454075659,0,877753196,True,,Rua Principal,residential,,False,33.081,"LINESTRING (-45.8443112 -23.2282587, -45.8439986 -23.2281813)",0.008691533451746596,,,,
1698477045,1698477053,0,132259952,False,,Rua dos Tucanos,residential,,False,53.828,"LINESTRING (-45.854243 -23.1838625, -45.8539943 -23.1842892)",0.0003373462272218934,0.9999245216022746,,,
1698477045,1698477050,0,132260010,False,,Rua Graúna,residential,,False,110.532,"LINESTRING (-45.854243 -23.1838625, -45.8552093 -23.1843087)",0.0006278665877244919,0.9999512500656934,,,
1698477048,1698477054,0,222089657,False,,Rua dos Pardais,residential,,True,109.895,"LINESTRING (-45.8516998 -23.1840459, -45.8526554 -23.1844988)",0.00043852378133017565,0.9999199341741098,,,
1698477048,1455277030,0,132260051,False,,Rua das Araras,residential,,False,73.304,"LINESTRING (-45.8516998 -23.1840459, -45.8516061 -23.184212, -45.8513696 -23.1846311)",0.00046115387145582526,,,,
1698477050,1455283730,0,132260010,False,,Rua Graúna,residential,,False,76.602,"LINESTRING (-45.8552093 -23.1843087, -45.8558457 -23.1846725)",0.0008197750148016581,,,,
1698477050,1698477045,0,132260010,False,,Rua Graúna,residential,,True,110.532,"LINESTRING (-45.8552093 -23.1843087, -45.854243 -23.1838625)",0.0009024406289059934,,,,
1698477050,1455281906,0,222089446,False,,Rua Sabiá,residential,,False,57.651,"LINESTRING (-45.8552093 -23.1843087, -45.8549527 -23.1847704)",0.0011823564239194795,,,,
1698477053,1455281906,0,132259949,False,,Rua Juriti,residential,,True,111.623,"LINESTRING (-45.8539943 -23.1842892, -45.8549527 -23.1847704)",0.0020929149398065915,,,,
1698477053,1455281909,0,132259952,False,,Rua dos Tucanos,residential,,False,86.32,"LINESTRING (-45.8539943 -23.1842892, -45.8536133 -23.184982)",0.00014847707387671865,,,,
1698477053,1698477045,0,132259952,False,,Rua dos Tucanos,residential,,True,53.828,"LINESTRING (-45.8539943 -23.1842892, -45.854243 -23.1838625)",6.277218604039208e-05,,,,
1698477054,1698477048,0,222089657,False,,Rua dos Pardais,residential,,False,109.895,"LINESTRING (-45.8526554 -23.1844988, -45.8516998 -23.1840459)",0.0006844286560094731,,,,
1698477054,1455276991,0,744611047,False,,Rua Arapongas,residential,,False,77.752,"LINESTRING (-45.8526554 -23.1844988, -45.8523178 -23.1851254)",0.001388921781461746,,,,
1698477061,1455257568,0,132250859,False,,Rua Doutor Alvaro Augusto de Almeida,residential,,True,121.389,"LINESTRING (-45.8602754 -23.1855283, -45.8605985 -23.1844778)",0.01153420898773155,,,,
1698477061,1455257560,0,877535449,True,,Rua Badue Cury,residential,,False,52.859,"LINESTRING (-45.8602754 -23.1855283, -45.8597818 -23.1853865)",0.011601746929895103,,,,
1698477061,8167035701,0,"[877535451, 877790388, 877790387]",False,,Rua Badue Cury,residential,,True,50.002,"LINESTRING (-45.8602754 -23.1855283, -45.8605651 -23.1856352, -45.8606022 -23.1856462, -45.8607333 -23.1856859)",0.000978422472205774,0.9999273025693014,,,
1698477066,1455257539,0,132250851,True,,Rua Vitório Pulga,residential,,False,131.045,"LINESTRING (-45.8617195 -23.1859568, -45.8621114 -23.1848347)",0.00022077494901651205,,,,
