u,v,key,osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,junction,bridge
1446671015,1453969499,0,132113622,False,Rua Avião Ipanema,residential,,False,87.42,"LINESTRING (-45.8612975 -23.203508, -45.8606957 -23.2029493)",0.008558697497569937,0.9976354259751112,,
1446671015,1453969576,0,448342028,True,Avenida dos Astronautas,secondary,60,False,177.45100000000002,"LINESTRING (-45.8612975 -23.203508, -45.8613666 -23.203219, -45.8614599 -23.2028635, -45.8616347 -23.202485, -45.8618354 -23.2021928, -45.8619612 -23.2020581)",0.07118043566513539,0.9961438361355012,,
1446671018,1453987139,0,310701931,False,Rua Orion,residential,,False,93.618,"LINESTRING (-45.8605262 -23.2055917, -45.8599962 -23.204905)",0.019879310134299725,0.9964865981310962,,
1446671018,3161589327,0,448342052,True,Avenida dos Astronautas,secondary,60,False,21.834,"LINESTRING (-45.8605262 -23.2055917, -45.8605868 -23.2055426, -45.8606704 -23.2054477)",0.12538765583574385,0.9983480483770254,,
1446671019,1446671010,0,448342025,True,Avenida dos Astronautas,secondary,60,False,40.392,"LINESTRING (-45.8636959 -23.2003589, -45.8639063 -23.2000514)",0.006381138101441865,,,
1446671022,1454044978,0,132121716,False,Rua Chackler Elhage,residential,,False,59.529,"LINESTRING (-45.8569899 -23.2107427, -45.8569067 -23.210743, -45.8564079 -23.2107636)",0.001308130377293787,0.998468514396003,,
1446671022,1454044940,0,312071903,True,Avenida dos Astronautas,secondary,60,False,55.304,"LINESTRING (-45.8569899 -23.2107427, -45.8569819 -23.2104375, -45.8569805 -23.2103828, -45.8569939 -23.210246)",0.06587883301191745,0.9966492342228404,,
1446671028,1446671007,0,312071903,True,Avenida dos Astronautas,secondary,60,False,104.46100000000001,"LINESTRING (-45.8570945 -23.2098454, -45.8571415 -23.209737, -45.85723 -23.2095484, -45.8575321 -23.208997)",0.06621756617234957,,,
1446671028,1454006732,0,312091236,True,,secondary_link,,False,34.324999999999996,"LINESTRING (-45.8570945 -23.2098454, -45.857075 -23.2097778, -45.8570638 -23.209742, -45.8570486 -23.2097058, -45.8570352 -23.2096855, -45.8570137 -23.2096621, -45.8569882 -23.2096467, -45.8569483 -23.2096368, -45.8569025 -23.209641)",0.024242548282151496,0.9988729026110709,,
1446674016,1446748375,0,312071895,True,,unclassified,,False,48.37700000000001,"LINESTRING (-45.8558953 -23.2227214, -45.8558473 -23.2226931, -45.8558019 -23.2226446, -45.8557707 -23.2225877, -45.8557572 -23.2225252, -45.8557623 -23.2224616, -45.8557856 -23.2224016, -45.8558256 -23.2223495)",0.007010752156203104,0.9998336675353976,circular,
1446674017,8167146377,0,132121239,True,Avenida Doutor Amin Simão,tertiary,60,False,50.338,"LINESTRING (-45.8561454 -23.2227145, -45.8561609 -23.2228276, -45.8561946 -23.2230263, -45.8562257 -23.2231609)",0.006043965104965451,0.9991125825372014,,
1446674017,2143249780,0,448352067,True,,unclassified,,False,11.127,"LINESTRING (-45.8561454 -23.2227145, -45.8560959 -23.2227353, -45.8560427 -23.222746)",0.017921634591599466,0.9998502444643206,circular,
1446674039,7808956271,0,312071892,True,Avenida Brigadeiro Faria Lima,tertiary,60,False,133.724,"LINESTRING (-45.8558943 -23.2220035, -45.8558271 -23.2218338, -45.8552864 -23.2209407)",0.02378419828823035,0.9994531110497813,,
1446748353,3178886355,0,132120724,True,Estrada Municipal Glaudistom P de Oliveira,secondary,,False,28.939999999999998,"LINESTRING (-45.8540412 -23.218797, -45.8539567 -23.2187587, -45.8538765 -23.2187224, -45.8537872 -23.2186819)",0.02744648443216326,0.9999369450376082,,
1446748353,1446670988,0,312071903,True,Avenida dos Astronautas,secondary,60,False,62.684,"LINESTRING (-45.8540412 -23.218797, -45.8540229 -23.2187171, -45.8540063 -23.2185718, -45.8540107 -23.218366, -45.8540161 -23.2183007, -45.8540288 -23.2182371)",0.04087367124771937,,,
1446748354,1446748353,0,131460628,True,,secondary_link,60,False,47.318,"LINESTRING (-45.8543345 -23.2185508, -45.8542678 -23.2187313, -45.8542306 -23.218768, -45.8542011 -23.2187908, -45.8541568 -23.2188013, -45.8541069 -23.2188053, -45.8540774 -23.2188047, -45.8540412 -23.218797)",0.04854355426275286,,,
1446748354,3178886345,0,312071893,True,Avenida Brigadeiro Faria Lima,tertiary,60,False,230.83599999999998,"LINESTRING (-45.8543345 -23.2185508, -45.8543412 -23.2187417, -45.8543199 -23.2189354, -45.8543278 -23.2190869, -45.854373 -23.219231, -45.8544372 -23.2193522, -45.8551065 -23.2204448)",0.03163805471726117,0.9959598449229671,,
1446748371,1446748354,0,472739642,True,Avenida dos Astronautas,secondary,60,False,32.785,"LINESTRING (-45.8543399 -23.2182562, -45.8543426 -23.2184275, -45.8543345 -23.2185508)",0.08018160898001404,,,
1446748375,1446674039,0,312071891,True,,tertiary_link,,False,39.298,"LINESTRING (-45.8558256 -23.2223495, -45.8558619 -23.2222359, -45.8558868 -23.2221294, -45.8558943 -23.2220035)",0.006940665248437474,,,
1446748375,3178886311,0,877791480,True,,residential,,False,18.209,"LINESTRING (-45.8558256 -23.2223495, -45.8558707 -23.2223141, -45.8559236 -23.2222891, -45.8559812 -23.2222758)",7.008690776562938e-05,0.999821556357069,circular,
1446748386,1446674017,0,448352067,True,,unclassified,,False,45.724,"LINESTRING (-45.8562105 -23.2223571, -45.8562501 -23.2224152, -45.85627 -23.2224812, -45.8562685 -23.2225498, -45.8562457 -23.222615, -45.8562034 -23.2226715, -45.8561454 -23.2227145)",0.0020201520473622585,,circular,
1453950122,1454899416,0,885743517,False,Rua Teodomiro Costa,residential,,False,48.334,"LINESTRING (-45.8642372 -23.1948681, -45.8642615 -23.1953022)",0.002028397565922921,0.9994503266285367,,
1453950122,1453960044,0,132112940,False,Rua José Martins Xavier,residential,,False,143.519,"LINESTRING (-45.8642372 -23.1948681, -45.8638344 -23.1959486, -45.863782 -23.1960891)",0.0024502932656101403,0.999675829934422,,
1453950123,1454899412,0,132110340,False,Praça Benedito Ugolino da Silva Guerra,residential,,True,45.647,"LINESTRING (-45.864265 -23.1958164, -45.8644229 -23.1954324)",0.001995415491680272,0.9997381969564318,,
1453950123,1453957511,0,132112831,False,Praça Benedito Ugolino Silva Guerra,residential,,True,69.515,"LINESTRING (-45.864265 -23.1958164, -45.8649342 -23.1959281)",0.00264048989374275,0.9998637562419764,,
1453950123,1453950300,0,885743516,False,Rua Teodomiro Costa,residential,,False,174.952,"LINESTRING (-45.864265 -23.1958164, -45.8639127 -23.1973561)",0.005350516994013754,0.9996075954572634,,
1453950123,1454899416,0,448342045,True,Rua Teodomiro Costa,residential,,False,57.18,"LINESTRING (-45.864265 -23.1958164, -45.864261 -23.1955947, -45.8642615 -23.1953022)",0.006357981936817394,0.9995672279989349,,
1453950293,4453703042,0,132214755,False,Rua Raul Franco Martins,residential,,False,85.06,"LINESTRING (-45.8639126 -23.198817, -45.8639296 -23.1995818)",0.003211217203449925,0.9982092715162211,,
1453950293,1453961350,0,132216058,False,Rua Raul Franco Martins,residential,,True,28.997,"LINESTRING (-45.8639126 -23.198817, -45.8640501 -23.1985889)",0.04253863025445671,0.9497505733059955,,
1453950293,1453969481,0,132113592,False,Rua Avião Brasília,residential,,False,166.38,"LINESTRING (-45.8639126 -23.198817, -45.8637972 -23.199014, -45.8633106 -23.1995452, -45.8630825 -23.1999738, -45.863017 -23.2000549)",0.050570521171743155,0.9914523375969432,,
1453950300,1453958821,0,132112834,False,Rua Edésio José de Melo,residential,,False,59.782,"LINESTRING (-45.8639127 -23.1973561, -45.8633836 -23.1971269)",0.014052287581699312,0.9983523437713122,,
1453950300,1453957515,0,132112834,False,Rua Edésio José de Melo,residential,,True,131.326,"LINESTRING (-45.8639127 -23.1973561, -45.8648213 -23.196521)",0.011711247437017978,0.9998590271197965,,
1453950300,1453957518,0,132214760,False,Rua Teodomiro Costa,residential,,False,117.254,"LINESTRING (-45.8639127 -23.1973561, -45.8634198 -23.1983083)",0.011786831357157381,0.9997207565951253,,
1453950300,1453950123,0,885743516,False,Rua Teodomiro Costa,residential,,True,174.952,"LINESTRING (-45.8639127 -23.1973561, -45.864265 -23.1958164)",0.006934343684207667,,,
1453957511,1453957515,0,132110338,False,Rua Raul Franco Martins,residential,,False,66.93,"LINESTRING (-45.8649342 -23.1959281, -45.8648213 -23.196521)",0.004561970568995751,0.999585694033696,,
1453957511,1453950123,0,132112831,False,Praça Benedito Ugolino Silva Guerra,residential,,False,69.515,"LINESTRING (-45.8649342 -23.1959281, -45.864265 -23.1958164)",0.003419691397725353,,,
1453957515,1453957511,0,132110338,False,Rua Raul Franco Martins,residential,,True,66.93,"LINESTRING (-45.8648213 -23.196521, -45.8649342 -23.1959281)",0.005341172072978357,,,
1453957515,1453950300,0,132112834,False,Rua Edésio José de Melo,residential,,False,131.326,"LINESTRING (-45.8648213 -23.196521, -45.8639127 -23.1973561)",0.011319585305386567,,,
1453957515,1453961350,0,132216058,False,Rua Raul Franco Martins,residential,,False,244.888,"LINESTRING (-45.8648213 -23.196521, -45.8645638 -23.1976239, -45.8640501 -23.1985889)",0.01809987521781912,0.9991759742435403,,
1453957518,1453958828,0,132113017,False,Rua Brasílio Cursino,residential,,False,97.276,"LINESTRING (-45.8634198 -23.1983083, -45.8625623 -23.1979287)",0.00917671245677977,0.9981122012790934,,
1453957518,1453961350,0,132113017,False,Rua Brasílio Cursino,residential,,True,71.578,"LINESTRING (-45.8634198 -23.1983083, -45.8640501 -23.1985889)",0.02262116789524894,0.9983615449829191,,
1453957518,1453950300,0,132214760,False,Rua Teodomiro Costa,residential,,True,117.254,"LINESTRING (-45.8634198 -23.1983083, -45.8639127 -23.1973561)",0.011404788997180079,,,
1453958821,1453950300,0,132112834,False,Rua Edésio José de Melo,residential,,True,59.782,"LINESTRING (-45.8633836 -23.1971269, -45.8639127 -23.1973561)",0.01640981876350204,,,
1453958821,1453960064,0,132112940,False,Rua José Martins Xavier,residential,,True,23.356,"LINESTRING (-45.8633836 -23.1971269, -45.863447 -23.1969251)",0.009576482681662505,0.998092041553151,,
1453958821,1453960082,0,132214757,False,Rua José Martins Xavier,residential,,False,31.711,"LINESTRING (-45.8633836 -23.1971269, -45.8631433 -23.1973073)",0.0028205170489838858,0.9994930080762047,,
1453958828,1453957518,0,132113017,False,Rua Brasílio Cursino,residential,,True,97.276,"LINESTRING (-45.8625623 -23.1979287, -45.8634198 -23.1983083)",0.009182209469153517,,,
1453958828,1453960087,0,132214757,False,Rua José Martins Xavier,residential,,True,39.286,"LINESTRING (-45.8625623 -23.1979287, -45.8626554 -23.1978709, -45.8628366 -23.1976844)",0.005265588152838938,0.9992219147113067,,
1453958828,1454889053,0,132214758,False,Rua das Cidreiras,residential,,False,156.253,"LINESTRING (-45.8625623 -23.1979287, -45.8623617 -23.1979408, -45.8622149 -23.1979044, -45.8611533 -23.1974399)",0.0020201520473622585,0.9970999747148019,,
1453960044,1453960056,0,132112940,False,Rua José Martins Xavier,residential,,False,50.521,"LINESTRING (-45.863782 -23.1960891, -45.8636128 -23.196516)",0.004055420878752399,0.9995897674173015,,
1453960044,1453950122,0,132112940,False,Rua José Martins Xavier,residential,,True,143.519,"LINESTRING (-45.863782 -23.1960891, -45.8638344 -23.1959486, -45.8642372 -23.1948681)",8.726507143367579e-05,,,
1453960044,1453960046,0,132112966,False,Rua das Macieiras,residential,,False,170.725,"LINESTRING (-45.863782 -23.1960891, -45.8623625 -23.1955328, -45.8622353 -23.1955296)",0.0020201520473622585,0.997599178886746,,
1453960046,1453960044,0,132112966,False,Rua das Macieiras,residential,,True,170.725,"LINESTRING (-45.8622353 -23.1955296, -45.8623625 -23.1955328, -45.863782 -23.1960891)",0.0020201520473622585,,,
1453960056,1453960064,0,132112940,False,Rua José Martins Xavier,residential,,False,48.544,"LINESTRING (-45.8636128 -23.196516, -45.863447 -23.1969251)",0.008002275763122743,0.9990748873906802,,
1453960056,1453960044,0,132112940,False,Rua José Martins Xavier,residential,,True,50.521,"LINESTRING (-45.8636128 -23.196516, -45.863782 -23.1960891)",0.0016923926845759483,,,
1453960056,1453960060,0,132112967,False,Rua Zenaide Pereira de Faria,residential,,False,168.343,"LINESTRING (-45.8636128 -23.196516, -45.862102 -23.195913)",0.0020201520473622585,0.9974776486408166,,
1453960060,1453960056,0,132112967,False,Rua Zenaide Pereira de Faria,residential,,True,168.343,"LINESTRING (-45.862102 -23.195913, -45.8636128 -23.196516)",0.0020201520473622585,,,
1453960064,1453958821,0,132112940,False,Rua José Martins Xavier,residential,,False,23.356,"LINESTRING (-45.863447 -23.1969251, -45.8633836 -23.1971269)",0.011939510875838982,,,
1453960064,1453960056,0,132112940,False,Rua José Martins Xavier,residential,,True,48.544,"LINESTRING (-45.863447 -23.1969251, -45.8636128 -23.196516)",0.005639247568946227,,,
1453960064,1453960077,0,132112968,False,Rua das Figueiras,residential,,False,170.62599999999998,"LINESTRING (-45.863447 -23.1969251, -45.8620095 -23.196357, -45.8619327 -23.1962916)",0.0020201520473622585,0.9973350544163941,,
1453960077,1453960064,0,132112968,False,Rua das Figueiras,residential,,True,170.62599999999998,"LINESTRING (-45.8619327 -23.1962916, -45.8620095 -23.196357, -45.863447 -23.1969251)",0.0020201520473622585,,,
1453960082,1453960083,0,132112971,False,Rua das Amoeiras,residential,,False,160.318,"LINESTRING (-45.8631433 -23.1973073, -45.861713 -23.1967154)",0.0020201520473622585,0.9973429362866927,,
1453960082,1453958821,0,132214757,False,Rua José Martins Xavier,residential,,True,31.711,"LINESTRING (-45.8631433 -23.1973073, -45.8633836 -23.1971269)",0.0028150200366101018,,,
1453960082,1453960087,0,132214757,False,Rua José Martins Xavier,residential,,False,52.379999999999995,"LINESTRING (-45.8631433 -23.1973073, -45.8629179 -23.1975953, -45.8628366 -23.1976844)",0.0014462639555401639,0.9996775564393443,,
1453960083,1453960082,0,132112971,False,Rua das Amoeiras,residential,,True,160.318,"LINESTRING (-45.861713 -23.1967154, -45.8631433 -23.1973073)",0.0020201520473622585,,,
1453960087,1453960093,0,132112974,False,Rua das Jaboticabeiras,residential,,False,151.945,"LINESTRING (-45.8628366 -23.1976844, -45.8615634 -23.1971605, -45.8615041 -23.1970962)",0.0020201520473622585,0.9972518320341685,,
1453960087,1453958828,0,132214757,False,Rua José Martins Xavier,residential,,False,39.286,"LINESTRING (-45.8628366 -23.1976844, -45.8626554 -23.1978709, -45.8625623 -23.1979287)",0.005271085165212707,,,
1453960087,1453960082,0,132214757,False,Rua José Martins Xavier,residential,,True,52.379999999999995,"LINESTRING (-45.8628366 -23.1976844, -45.8629179 -23.1975953, -45.8631433 -23.1973073)",0.0014407669431663944,,,
1453960093,1453960087,0,132112974,False,Rua das Jaboticabeiras,residential,,True,151.945,"LINESTRING (-45.8615041 -23.1970962, -45.8615634 -23.1971605, -45.8628366 -23.1976844)",0.0020201520473622585,,,
1453961350,1453957518,0,132113017,False,Rua Brasílio Cursino,residential,,False,71.578,"LINESTRING (-45.8640501 -23.1985889, -45.8634198 -23.1983083)",0.022233628522897644,,,
1453961350,1453950293,0,132216058,False,Rua Raul Franco Martins,residential,,False,28.997,"LINESTRING (-45.8640501 -23.1985889, -45.8639126 -23.198817)",0.04253863025445671,,,
1453961350,1453957515,0,132216058,False,Rua Raul Franco Martins,residential,,True,244.888,"LINESTRING (-45.8640501 -23.1985889, -45.8645638 -23.1976239, -45.8648213 -23.196521)",0.01848741459017027,,,
1453969481,1453969483,0,132113592,False,Rua Avião Brasília,residential,,False,78.073,"LINESTRING (-45.863017 -23.2000549, -45.8624817 -23.2005558)",0.016957223034994775,0.997292414594684,,
1453969481,1453969511,0,132113596,False,Rua Avião Alvear,residential,,False,175.522,"LINESTRING (-45.863017 -23.2000549, -45.8614324 -23.1994463)",0.03670733081570169,0.9974889586633772,,
1453969481,1453950293,0,132113592,False,Rua Avião Brasília,residential,,True,166.38,"LINESTRING (-45.863017 -23.2000549, -45.8630825 -23.1999738, -45.8633106 -23.1995452, -45.8637972 -23.199014, -45.8639126 -23.198817)",0.046213657876943884,,,
1453969483,1453969481,0,132113592,False,Rua Avião Brasília,residential,,True,78.073,"LINESTRING (-45.8624817 -23.2005558, -45.863017 -23.2000549)",0.038338225674345985,,,
1453969483,3160449707,0,310603473,False,Rua Avião Bandeirante,residential,,True,32.651,"LINESTRING (-45.8624817 -23.2005558, -45.8627757 -23.2006707)",0.022348758211816616,0.9988234601867045,,
1453969483,1453969491,0,448342031,False,Rua Avião Paulistinha,residential,,False,153.281,"LINESTRING (-45.8624817 -23.2005558, -45.8613897 -23.2015007)",0.003927161398219628,0.9971265404913364,,
1453969483,1453969532,0,448342049,False,Rua Avião Bandeirante,residential,,False,78.37,"LINESTRING (-45.8624817 -23.2005558, -45.8617754 -23.2002814)",0.0029589593774097672,0.9991139690990339,,
1453969491,1453969576,0,132113621,False,Rua Avião Aribu,residential,,True,85.165,"LINESTRING (-45.8613897 -23.2015007, -45.8619612 -23.2020581)",0.0019567989797545033,0.9974569519137709,,
1453969491,1453969483,0,448342031,False,Rua Avião Paulistinha,residential,,True,153.281,"LINESTRING (-45.8613897 -23.2015007, -45.8624817 -23.2005558)",0.04445758106699756,,,
1453969491,1453969497,0,448342031,False,Rua Avião Paulistinha,residential,,False,68.03800000000001,"LINESTRING (-45.8613897 -23.2015007, -45.8612922 -23.2016283, -45.8610896 -23.2020445)",0.00497790282025681,0.99941199147838,,
1453969497,8866552518,0,670342747,False,Rua Avião Paulistinha,residential,,False,18.432,"LINESTRING (-45.8610896 -23.2020445, -45.8610226 -23.2021984)",0.007573535843708505,0.999726726134188,,
1453969497,1453969491,0,448342031,False,Rua Avião Paulistinha,residential,,True,68.03800000000001,"LINESTRING (-45.8610896 -23.2020445, -45.8612922 -23.2016283, -45.8613897 -23.2015007)",0.0017466442530464645,,,
1453969499,1446671015,0,132113622,False,Rua Avião Ipanema,residential,,True,87.42,"LINESTRING (-45.8606957 -23.2029493, -45.8612975 -23.203508)",0.006109812751919703,,,
1453969499,8866552518,0,670342747,False,Rua Avião Paulistinha,residential,,True,89.932,"LINESTRING (-45.8606957 -23.2029493, -45.8610226 -23.2021984)",0.007744653005094115,0.9986207856228118,,
1453969499,2024367581,0,132113603,False,Rua Avião Muniz,residential,,True,228.537,"LINESTRING (-45.8606957 -23.2029493, -45.8605713 -23.2028435, -45.8597549 -23.2010985)",0.02361374213421828,0.9967894022012403,,
1453969499,1453977242,0,"[132114025, 670342747]",False,"['Rua Hidra', 'Rua Avião Paulistinha']",residential,,False,171.05,"LINESTRING (-45.8606957 -23.2029493, -45.8604379 -23.2039808, -45.8604104 -23.2040221, -45.8603715 -23.2040338, -45.8602287 -23.204006, -45.8601241 -23.2039962, -45.8600597 -23.2040029, -45.859968 -23.204063)",0.06221569338183107,0.9956449167772097,,
1453969511,1453969481,0,132113596,False,Rua Avião Alvear,residential,,True,175.522,"LINESTRING (-45.8614324 -23.1994463, -45.863017 -23.2000549)",0.010969464881551162,,,
1453969511,1453969533,0,132113612,False,Rua Avião Uirapuru,residential,,False,73.652,"LINESTRING (-45.8614324 -23.1994463, -45.861014 -23.1999856)",0.002297112137245975,0.9995551719338018,,
1453969511,1453969544,0,"[132113603, 132113596]",False,"['Rua Avião Muniz', 'Rua Avião Alvear']",residential,,False,249.85899999999998,"LINESTRING (-45.8614324 -23.1994463, -45.8598435 -23.198826, -45.8594474 -23.1993769)",0.039816728072120666,0.9972177387585123,,
1453969527,1446671019,0,310603470,True,,residential,,False,43.181,"LINESTRING (-45.8633634 -23.2005985, -45.8636959 -23.2003589)",0.0010363242577659043,,,
1453969527,3160449708,0,310603474,True,,residential,,False,6.951,"LINESTRING (-45.8633634 -23.2005985, -45.8634179 -23.2006359)",0.025291106069565476,0.9996331422954376,,
1453969529,1453969527,0,310603470,True,,residential,,False,13.201,"LINESTRING (-45.863259 -23.2006684, -45.8633634 -23.2005985)",0.026327430327331387,,,
1453969532,1453969565,0,132113608,False,Rua Aviao Regente,residential,,False,88.335,"LINESTRING (-45.8617754 -23.2002814, -45.8611533 -23.2008329)",0.0011806722828978538,0.9996712496307727,,
1453969532,1453969533,0,448342049,False,Rua Avião Bandeirante,residential,,False,84.483,"LINESTRING (-45.8617754 -23.2002814, -45.861014 -23.1999856)",0.0008907361132060986,0.9998415744069915,,
1453969532,1453969483,0,448342049,False,Rua Avião Bandeirante,residential,,True,78.37,"LINESTRING (-45.8617754 -23.2002814, -45.8624817 -23.2005558)",0.003253274382003418,,,
1453969533,1453969511,0,132113612,False,Rua Avião Uirapuru,residential,,True,73.652,"LINESTRING (-45.861014 -23.1999856, -45.8614324 -23.1994463)",0.0023136360026603927,,,
1453969533,1453969534,0,448342049,False,Rua Avião Bandeirante,residential,,False,30.568,"LINESTRING (-45.861014 -23.1999856, -45.8607385 -23.1998786)",0.0006993282089209235,0.9998327928013817,,
1453969533,1453969532,0,448342049,False,Rua Avião Bandeirante,residential,,True,84.483,"LINESTRING (-45.861014 -23.1999856, -45.8617754 -23.2002814)",0.001021232530608334,,,
1453969534,1453969565,0,132113611,False,Praça Quatorze Bis,residential,,True,114.269,"LINESTRING (-45.8607385 -23.1998786, -45.8611533 -23.2008329)",0.0007010212271059251,0.9998565499605602,,
1453969534,8962304383,0,448342049,False,Rua Avião Bandeirante,residential,,False,86.292,"LINESTRING (-45.8607385 -23.1998786, -45.8599591 -23.1995802)",0.0008456171927700153,0.9997792359782642,,
1453969534,1453969533,0,448342049,False,Rua Avião Bandeirante,residential,,True,30.568,"LINESTRING (-45.8607385 -23.1998786, -45.861014 -23.1999856)",0.0008463484917375978,,,
1453969535,8962304382,0,132113607,False,Rua Avião Tangará,residential,,False,25.358,"LINESTRING (-45.8597444 -23.1994979, -45.8598454 -23.1997062)",0.00016037533600488137,0.9998631908890405,,
1453969535,1453969544,0,448342049,False,Rua Avião Bandeirante,residential,,False,33.203,"LINESTRING (-45.8597444 -23.1994979, -45.8594474 -23.1993769)",0.0033944591293203572,0.9994607238248995,,
1453969535,8962304383,0,448342049,False,Rua Avião Bandeirante,residential,,True,23.775,"LINESTRING (-45.8597444 -23.1994979, -45.8599591 -23.1995802)",0.0013227585921946944,0.9999132994267114,,
1453969544,1453969535,0,448342049,False,Rua Avião Bandeirante,residential,,True,33.203,"LINESTRING (-45.8594474 -23.1993769, -45.8597444 -23.1994979)",0.0034338861943428917,,,
1453969544,2024367581,0,132113603,False,Rua Avião Muniz,residential,,False,213.607,"LINESTRING (-45.8594474 -23.1993769, -45.8591732 -23.1997282, -45.8591491 -23.1997836, -45.8591612 -23.1998366, -45.8597549 -23.2010985)",0.04413482270554453,0.9967004426284407,,
1453969544,1453969511,0,"[132113603, 132113596]",False,"['Rua Avião Muniz', 'Rua Avião Alvear']",residential,,True,249.85899999999998,"LINESTRING (-45.8594474 -23.1993769, -45.8598435 -23.198826, -45.8614324 -23.1994463)",0.014062338272555739,,,
1453969558,1453969560,0,132113607,False,Rua Avião Tangará,residential,,False,54.973,"LINESTRING (-45.8603998 -23.2008418, -45.8606107 -23.2012966)",0.0024039353288413325,0.999624117070004,,
1453969558,8962304382,0,132113607,False,Rua Avião Tangará,residential,,True,138.403,"LINESTRING (-45.8603998 -23.2008418, -45.8598454 -23.1997062)",0.0030971254737945137,0.999575239815057,,
1453969558,2024367581,0,132113623,False,Rua Avião Universal,residential,,False,71.826,"LINESTRING (-45.8603998 -23.2008418, -45.8597549 -23.2010985)",0.00889842368841033,0.9989036001211232,,
1453969560,1453969558,0,132113607,False,Rua Avião Tangará,residential,,True,54.973,"LINESTRING (-45.8606107 -23.2012966, -45.8603998 -23.2008418)",0.003982597671993111,,,
1453969560,1453969565,0,132113608,False,Rua Aviao Regente,residential,,True,75.722,"LINESTRING (-45.8606107 -23.2012966, -45.8611533 -23.2008329)",0.0026688912451052773,0.9994899707824852,,
1453969560,8866552519,0,132113607,False,Rua Avião Tangará,residential,,False,77.702,"LINESTRING (-45.8606107 -23.2012966, -45.8606773 -23.2014473, -45.8608773 -23.2019004, -45.8608966 -23.2019441)",0.0002174755520374677,0.9996902424972536,,
1453969565,1453969560,0,132113608,False,Rua Aviao Regente,residential,,False,75.722,"LINESTRING (-45.8611533 -23.2008329, -45.8606107 -23.2012966)",0.002374721552663966,,,
1453969565,1453969532,0,132113608,False,Rua Aviao Regente,residential,,True,88.335,"LINESTRING (-45.8611533 -23.2008329, -45.8617754 -23.2002814)",0.0013444908700892962,,,
1453969565,1453969534,0,132113611,False,Praça Quatorze Bis,residential,,False,114.269,"LINESTRING (-45.8611533 -23.2008329, -45.8607385 -23.1998786)",0.0008313723323557991,,,
