u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ebc,name,ref,bridge,tunnel,width,access,junction,est_width
5691703360,457566749,0,577926287,False,2,residential,40,True,102.148,"LINESTRING (-46.6491596 -23.5641879, -46.6494317 -23.5639587, -46.6499079 -23.5635769)",0.00024057598715717505,Alameda Ribeirão Preto,,,,,,,
5695276798,437564234,0,737030866,True,2,tertiary,40,False,37.013,"LINESTRING (-46.6136609 -23.5388618, -46.6139081 -23.538618)",0.0003107285952843012,Rua Doutor Ricardo Gonçalves,,,,,,,
5695276798,437564719,0,37431959,True,2,residential,40,False,94.89399999999999,"LINESTRING (-46.6136609 -23.5388618, -46.6135955 -23.538787, -46.6132005 -23.5382823, -46.613165 -23.5382387, -46.61311 -23.5381741)",0.0008751423371799138,Rua Almirante Barroso,,,,,,,
5706263932,437564469,0,37431971,True,1,tertiary,40,False,108.393,"LINESTRING (-46.6144677 -23.5351325, -46.6141611 -23.5358808, -46.6140843 -23.5360415)",0.0011295181662075737,Rua Mendes Júnior,,,,,,,
5706263932,2620441915,0,256391136,False,,residential,20,True,132.465,"LINESTRING (-46.6144677 -23.5351325, -46.6144196 -23.5350718, -46.6137034 -23.5341691)",0.0003144162970932399,Rua Mathias de Oliveira,,,,,,,4.5 m
5706263935,437564234,0,37431933,True,2,residential,40,False,144.411,"LINESTRING (-46.6147475 -23.5396612, -46.6139267 -23.5386648, -46.6139147 -23.5386423, -46.6139081 -23.538618)",0.0010033932308085554,Rua Xavantes,,,,,,,
5804445117,3958003528,0,613458542,True,3,secondary,50,False,15.877,"LINESTRING (-46.611568 -23.5264196, -46.6115491 -23.5263658, -46.6115408 -23.5263313, -46.6115335 -23.5262808)",0.004053597455662675,Avenida Carlos de Campos,,,,,,,
5804445117,461887579,0,974413714,True,2,secondary,50,False,44.823,"LINESTRING (-46.611568 -23.5264196, -46.6114652 -23.5264979, -46.6112324 -23.52668)",0.0028425070009172357,Avenida Pedroso da Silveira,,,,,,,
5804445129,4247542964,0,613458567,True,2,secondary,,False,12.166,"LINESTRING (-46.6160078 -23.531268, -46.6161244 -23.5312913)",0.0007941218258761538,Rua Doutor Ornelas,,,,,,,
5804445129,2580005716,0,512098594,True,3,tertiary,,False,54.547,"LINESTRING (-46.6160078 -23.531268, -46.6159865 -23.5313143, -46.6159595 -23.5313599, -46.6159089 -23.5314245, -46.6157691 -23.531597, -46.6157051 -23.5316704)",0.0015689296847419937,Praça Eduardo Rudge,,,,,,,
5813410700,5813410702,0,404091936,True,3,secondary,50,False,39.293,"LINESTRING (-46.6303065 -23.5229084, -46.6302542 -23.5225583)",0.003351673595393737,Avenida Santos Dumont,,,,,,,
5813410702,5813410703,0,4331533,True,1,trunk_link,40,False,94.80700000000002,"LINESTRING (-46.6302542 -23.5225583, -46.6302818 -23.52253, -46.6302983 -23.5224852, -46.630305 -23.5224243, -46.6303072 -23.5222841, -46.630315 -23.522032, -46.6303208 -23.5218826, -46.6303425 -23.5217861, -46.630364 -23.5217234)",1.4460670694170035e-06,Avenida Santos Dumont,,,,,,,
5813410702,4230266410,0,842291574,True,3,secondary,50,False,79.25399999999999,"LINESTRING (-46.6302542 -23.5225583, -46.6302252 -23.522356, -46.6301806 -23.5220662, -46.6301508 -23.5218519)",0.003350743980849112,Avenida Santos Dumont,,,,,,,
5825757125,445044808,0,944816826,True,2,tertiary_link,,False,10.279,"LINESTRING (-46.6109964 -23.5544599, -46.6110464 -23.5544516, -46.6110963 -23.5544482)",0.0018880682658090318,Rua da Mooca,,,,,,,
5825757143,445062294,0,37918169,True,1,tertiary_link,,False,39.46000000000001,"LINESTRING (-46.611152 -23.5546682, -46.6111309 -23.5547109, -46.6111181 -23.5547366, -46.6110991 -23.5547639, -46.6110907 -23.5547732, -46.6110776 -23.5547814, -46.6110608 -23.5547892, -46.6110245 -23.5547974, -46.6109923 -23.554797, -46.6109669 -23.5547921, -46.6109505 -23.554788, -46.6109382 -23.5547833, -46.6109261 -23.5547771, -46.6109142 -23.5547669, -46.6108995 -23.554755, -46.6108876 -23.5547417, -46.6108726 -23.5547205)",0.0008395318500182924,Rua da Mooca,,,,,,,
5825757143,2856152381,0,37918172,True,1,tertiary,40,False,62.529999999999994,"LINESTRING (-46.611152 -23.5546682, -46.611152 -23.5547408, -46.6111493 -23.5547709, -46.6111446 -23.5548053, -46.6111325 -23.5548459, -46.6111151 -23.5548976, -46.6110836 -23.5549652, -46.61102 -23.5550889, -46.610954 -23.5551907)",0.005622196078986793,Avenida Presidente Wilson,,,,,,,
5825840221,130009702,0,"[519490881, 250047718]",True,3,trunk,50,False,614.141,"LINESTRING (-46.6224709 -23.5519483, -46.6233122 -23.5518719, -46.6246005 -23.5517157, -46.6248152 -23.5517024, -46.6250137 -23.5517061, -46.625188 -23.551743, -46.6253503 -23.5517946, -46.6254938 -23.5518678, -46.6255851 -23.5519379, -46.6256778 -23.552019, -46.6257767 -23.5521244, -46.6258004 -23.5521591, -46.6260214 -23.552471, -46.6260765 -23.5525599, -46.626333 -23.5529835, -46.6268224 -23.5538748, -46.6269934 -23.5541793)",0.0006409842749497874,"['Avenida Alcântara Machado', 'Viaduto do Glicério']",,yes,,,,,
5825840221,130010313,0,616169333,True,1,trunk_link,50,False,103.748,"LINESTRING (-46.6224709 -23.5519483, -46.6228317 -23.5518622, -46.6233265 -23.5517903, -46.6233782 -23.5517743, -46.6234529 -23.5517292)",0.0002682367071436788,Avenida Alcântara Machado,,,,,,,
5827532789,418517442,0,128194049,True,4,residential,,False,31.694,"LINESTRING (-46.610519 -23.5643018, -46.6106484 -23.5643731, -46.610682 -23.5643891, -46.6107898 -23.5644417)",0.0005256419367162487,Rua Antônio Garcia,,,,,,,
5827532789,8013457593,0,711498221,True,1,trunk_link,,False,42.813,"LINESTRING (-46.610519 -23.5643018, -46.610641 -23.5642815, -46.6107422 -23.5642618, -46.6108152 -23.5642483, -46.6109307 -23.5642256)",0.003761947292999828,,,,,,,,
5839259628,4242944039,0,272320521,True,4,trunk,50,False,8.341,"LINESTRING (-46.6250334 -23.5343558, -46.625023 -23.5342814)",0.010362212004420772,Avenida do Estado,BR-050,,,,,,
5839259628,2746442538,0,"[857180971, 128522228, 857180974]",True,3,secondary,50,False,43.212,"LINESTRING (-46.6250334 -23.5343558, -46.6251052 -23.5343369, -46.6253075 -23.5342838, -46.6253446 -23.5342741, -46.6253778 -23.5342654, -46.6254409 -23.5342488)",0.04257249079498439,Rua João Teodoro,,yes,,,,,
5839259644,661212053,0,527543531,False,,residential,,False,13.472,"LINESTRING (-46.6277741 -23.5413255, -46.6276464 -23.5412943)",0.00062945233721623,Rua Professor Eurípedes Simoes de Paula,,,,,,,
5839259644,5128491281,0,527543531,False,,residential,,True,12.337,"LINESTRING (-46.6277741 -23.5413255, -46.627891 -23.5413542)",0.0003144162970932399,Rua Professor Eurípedes Simoes de Paula,,,,,,,
5839259644,5839259645,0,617733010,False,,residential,,True,32.662,"LINESTRING (-46.6277741 -23.5413255, -46.6276518 -23.541597)",3.0987151487507217e-07,Rua Carlos Garcia,,,,,,,
5839259645,661212053,0,51835034,True,,residential,,False,33.663,"LINESTRING (-46.6276518 -23.541597, -46.6276464 -23.5412943)",0.0006522152376350392,Rua Carlos Garcia,,,,,,,
5839259645,5839259644,0,617733010,False,,residential,,False,32.662,"LINESTRING (-46.6276518 -23.541597, -46.6277741 -23.5413255)",0.0006284194321666464,Rua Carlos Garcia,,,,,,,
5839259646,304025569,0,27683576,True,3,trunk_link,50,False,55.25899999999999,"LINESTRING (-46.6277402 -23.5417143, -46.6277576 -23.5416518, -46.627773 -23.5416151, -46.6278131 -23.5415471, -46.6279453 -23.5413726, -46.6280021 -23.5412833)",0.00016928046278456423,,,,,,,,
5839259646,2389060567,0,237745072,True,4,primary,50,False,45.67400000000001,"LINESTRING (-46.6277402 -23.5417143, -46.6277774 -23.5416838, -46.6279215 -23.5415658, -46.6280027 -23.5414959, -46.6280709 -23.5414372)",0.0010352499899759025,Avenida Mercúrio,,,,,,,
5904404412,461880865,0,251863021,False,,residential,,True,27.209,"LINESTRING (-46.6272572 -23.5323101, -46.6272899 -23.5322207, -46.6273604 -23.5320849)",0.001738876612924223,Rua Gabriela Sá Barbosa,,,,,,,
5904404412,246650435,0,625318046,False,2,residential,,False,111.018,"LINESTRING (-46.6272572 -23.5323101, -46.6271298 -23.5323433, -46.626344 -23.5325479, -46.6263207 -23.532554, -46.6262093 -23.5325817)",0.008323148706445018,Rua Doutor Jorge Miranda,,,,,,,
5904404412,1068077355,0,625318046,False,2,residential,,True,205.865,"LINESTRING (-46.6272572 -23.5323101, -46.6281809 -23.5320695, -46.6285652 -23.5319698, -46.6286406 -23.5319502, -46.6288421 -23.5318979, -46.6291136 -23.5318274, -46.6291999 -23.531805)",0.0012206142630209259,Rua Doutor Jorge Miranda,,,,,,,
5935030506,3430620893,0,22909414,False,,residential,,False,80.185,"LINESTRING (-46.6297243 -23.5267389, -46.6289801 -23.5269722)",0.0006179257511920847,Rua Itapirapés,,,,,,,
5935030506,4230265784,0,22909414,False,,residential,,True,54.015,"LINESTRING (-46.6297243 -23.5267389, -46.6300737 -23.5266293, -46.6302256 -23.5265817)",0.001133062294355597,Rua Itapirapés,,,,,,,
5935030506,246650419,0,22909418,False,2,residential,40,False,213.26200000000003,"LINESTRING (-46.6297243 -23.5267389, -46.629741 -23.526776, -46.6297471 -23.5268, -46.629747 -23.5268275, -46.629741 -23.5268565, -46.6293959 -23.5276592, -46.6293468 -23.5277824, -46.6293038 -23.527932, -46.6292408 -23.5281931, -46.6291914 -23.5284895, -46.6291721 -23.5285677)",0.0008606293560754188,Rua Alfredo Maia,,,,,,,
5935030508,246650344,0,279006651,True,3,trunk,50,False,241.062,"LINESTRING (-46.6286096 -23.527048, -46.6276017 -23.5290091)",0.003027529237194139,Avenida do Estado,BR-050,,,,,,
5935030508,3430620893,0,22909414,False,,residential,,True,39.504,"LINESTRING (-46.6286096 -23.527048, -46.6286992 -23.5270603, -46.6289801 -23.5269722)",0.00039533886611054143,Rua Itapirapés,,,,,,,
6188377714,2768180992,0,"[4331474, 660992335]",True,4,trunk,50,False,65.12899999999999,"LINESTRING (-46.6315383 -23.5281385, -46.6315828 -23.5286241, -46.6315981 -23.5287215)",0.008999729425650057,Avenida Santos Dumont,,,,,,,
6188377714,461875427,0,660992338,True,3,secondary,,False,70.262,"LINESTRING (-46.6315383 -23.5281385, -46.6315928 -23.5282054, -46.6316958 -23.5286136, -46.6317293 -23.5287393)",0.001337326505662379,Avenida Santos Dumont,,,,,,,
6202562246,457046626,0,134363702,True,3,primary,40,False,61.951,"LINESTRING (-46.6405892 -23.5421585, -46.6410297 -23.5419087, -46.6411061 -23.5418655)",0.000971201260044116,Avenida São João,,,,,,,
6202562246,9216158300,0,662540604,True,,residential,,False,61.38700000000001,"LINESTRING (-46.6405892 -23.5421585, -46.6405854 -23.5421109, -46.6405979 -23.5420912, -46.64085 -23.5417707, -46.6408681 -23.5417477, -46.6409051 -23.5417006)",0.00240827288618403,Rua Conselheiro Nébias,,,,,,,
6213473289,171970567,0,933998791,True,3,trunk,50,False,9.463,"LINESTRING (-46.6254267 -23.534022, -46.6254279 -23.5341071)",0.012806718714599187,Avenida do Estado,BR-050,,,,,,
6213473289,6213473290,0,"[856718288, 237048460, 856718287]",True,1,trunk_link,,False,44.402,"LINESTRING (-46.6254267 -23.534022, -46.6253436 -23.5340549, -46.6253245 -23.5340617, -46.6252735 -23.5340755, -46.6252172 -23.5340838, -46.6251478 -23.5340862, -46.6250824 -23.5340825, -46.6250049 -23.5340668)",0.002887886642229084,,,yes,,,,,
6213473290,25872766,0,"[237048449, 617733009]",True,4,trunk,50,False,156.89,"LINESTRING (-46.6250049 -23.5340668, -46.6250016 -23.5340011, -46.6249989 -23.5335228, -46.6250096 -23.5333771, -46.6250311 -23.5332406, -46.6250539 -23.5331382, -46.6250566 -23.5331262, -46.6252162 -23.5326836)",0.012950817616146307,Avenida do Estado,BR-050,,,,,,
6222710507,60734257,0,928981785,True,3,secondary,50,False,69.032,"LINESTRING (-46.6260415 -23.533946, -46.6265959 -23.5338007, -46.6266926 -23.5337755)",0.026954557977245927,Rua João Teodoro,,,,,,,
6363137823,1665298737,0,1002831464,True,2,tertiary,40,False,17.987,"LINESTRING (-46.6342181 -23.5534292, -46.6343598 -23.5535256)",0.001274820964788477,Rua Conde do Pinhal,,,,,,,
6363137823,8728792690,0,942640489,True,1,tertiary_link,,False,19.744,"LINESTRING (-46.6342181 -23.5534292, -46.6342638 -23.5534147, -46.6343062 -23.5533934, -46.6343442 -23.5533658, -46.6343766 -23.5533327)",0.0003422658921434674,,,,,,,,
6391243911,60685366,0,682460399,False,,living_street,,True,124.15,"LINESTRING (-46.6310862 -23.5542071, -46.6310913 -23.5553236)",0.0003149327496180317,Rua Anita Ferraz,,,,,,,
6564989830,445043035,0,1031685922,True,5,primary,50,False,24.493,"LINESTRING (-46.6264446 -23.5467768, -46.6264327 -23.5465568)",0.008313553879955258,Rua da Figueira,,,,,,,
6589227609,6589227611,0,701628664,False,,residential,,False,11.41,"LINESTRING (-46.6091068 -23.5474396, -46.6090187 -23.5473763)",1.8592290892504332e-06,Rua Dias Grillo,,,,,destination,,
6589227609,6589227610,0,701628664,False,,residential,,True,15.768,"LINESTRING (-46.6091068 -23.5474396, -46.6092302 -23.5475251)",1.8592290892504332e-06,Rua Dias Grillo,,,,,destination,,
6589227609,4491518703,0,701628663,False,,residential,,True,53.147999999999996,"LINESTRING (-46.6091068 -23.5474396, -46.6093834 -23.5471154, -46.609428 -23.5470631)",3.0987151487507217e-07,Rua Dias Grillo,,,,,destination,,
6589227610,6589227609,0,701628664,False,,residential,,False,15.768,"LINESTRING (-46.6092302 -23.5475251, -46.6091068 -23.5474396)",3.0987151487507217e-07,Rua Dias Grillo,,,,,destination,,
6589227611,6589227609,0,701628664,False,,residential,,True,11.41,"LINESTRING (-46.6090187 -23.5473763, -46.6091068 -23.5474396)",3.0987151487507217e-07,Rua Dias Grillo,,,,,destination,,
6593466716,6593466736,0,944861930,False,,residential,,True,7.644,"LINESTRING (-46.6144777 -23.5498382, -46.6144409 -23.5498981)",0.0003149327496180317,,,,,,,,
6593466736,445042816,0,37916449,True,1,tertiary,40,False,55.06,"LINESTRING (-46.6144409 -23.5498981, -46.6139851 -23.5496324)",0.001880824379984041,Rua Visconde de Parnaíba,,,,,,,
6593466736,6593466716,0,944861930,False,,residential,,False,7.644,"LINESTRING (-46.6144409 -23.5498981, -46.6144777 -23.5498382)",0.0003144162970932399,,,,,,,,
6593836242,445043342,0,37916461,False,,residential,,True,115.67,"LINESTRING (-46.6209518 -23.5487067, -46.6207046 -23.5486161, -46.6204807 -23.548549, -46.6198665 -23.5484088)",0.003340140686425716,Rua Torquato Neto,,,,,,,
6593836242,2389081922,0,702154595,True,,residential,,False,21.997,"LINESTRING (-46.6209518 -23.5487067, -46.6210148 -23.5487186, -46.6210597 -23.5487285, -46.6210819 -23.5487337, -46.6211584 -23.5487617)",0.0015967792008858281,Rua Torquato Neto,,,,,,,
6593923434,445043137,0,37916375,True,,residential,40,False,123.267,"LINESTRING (-46.6245832 -23.5487826, -46.6248633 -23.5479929, -46.6249503 -23.5477731, -46.624969 -23.5477322)",0.011097646418547753,Rua Capitão Faustino de Lima,,,,,,,
6593923434,445043093,0,37916411,True,,residential,,False,207.43400000000003,"LINESTRING (-46.6245832 -23.5487826, -46.6245067 -23.5487549, -46.6244504 -23.5487346, -46.6239877 -23.5485453, -46.6236088 -23.5483695, -46.622882 -23.5480014, -46.6227703 -23.5479395)",0.0025625151067336974,Rua Claudino Pinto,,,,,,,
6595269556,661212028,0,702319643,True,4,primary,50,False,33.578,"LINESTRING (-46.6266089 -23.5451601, -46.6266321 -23.5450844, -46.6266973 -23.5448692)",0.006718202466319226,Avenida Mercúrio,,,,,,,
6595269574,661212047,0,705005532,True,4,primary,50,False,7.746,"LINESTRING (-46.6268834 -23.5427903, -46.6269013 -23.5427226)",0.0010196717018510694,Avenida Mercúrio,,,,,,,
6595269574,2389060577,0,51835030,True,2,secondary,,False,12.437999999999999,"LINESTRING (-46.6268834 -23.5427903, -46.62685 -23.5427612, -46.6268449 -23.5427414, -46.6268354 -23.5426929)",0.002183995580390481,Rua Santa Rosa,,,,,,,
6595269581,2389060487,0,945278711,True,4,trunk,50,False,143.21099999999998,"LINESTRING (-46.6286381 -23.5427706, -46.6285799 -23.5425752, -46.6284454 -23.5422398, -46.6282281 -23.541777, -46.628193 -23.5417023, -46.6281314 -23.5415711)",0.04953741612663616,Avenida do Estado,BR-050,,,,,,
6595319985,133485703,0,702319656,True,1,primary_link,,False,106.59200000000001,"LINESTRING (-46.6265887 -23.5437656, -46.6266979 -23.5436811, -46.6267447 -23.5436021, -46.6269385 -23.5432587, -46.6269609 -23.543207, -46.6270155 -23.5430651, -46.6270216 -23.5429861, -46.6270487 -23.5429252)",0.015784580001231657,,,,,,,,
6595319985,445042757,0,"[944799665, 944799666, 705005532]",True,"['4', '3']",primary,50,False,72.181,"LINESTRING (-46.6265887 -23.5437656, -46.6266119 -23.5436896, -46.6266758 -23.5434797, -46.6267792 -23.5431404)",0.005372349603314474,Avenida Mercúrio,,,,,,,
6597477483,462046979,0,262851686,True,2,tertiary,,False,35.063,"LINESTRING (-46.6101435 -23.5439998, -46.6102646 -23.5438553, -46.610353 -23.5437497)",0.002835324361106911,Rua do Hipódromo,,,,,,,
6597477483,6597482285,0,702542079,False,1,living_street,10,False,85.149,"LINESTRING (-46.6101435 -23.5439998, -46.6105622 -23.544277, -46.6105683 -23.5442874, -46.6105646 -23.5442988, -46.610388 -23.5445131)",8.263240396668592e-07,Vila Marques,,,,,destination,,
6597482285,6597477483,0,702542079,False,1,living_street,10,True,85.149,"LINESTRING (-46.610388 -23.5445131, -46.6105646 -23.5442988, -46.6105683 -23.5442874, -46.6105622 -23.544277, -46.6101435 -23.5439998)",0.00031513933062794845,Vila Marques,,,,,destination,,
6621565033,445042786,0,237048499,True,2,primary,50,False,33.514,"LINESTRING (-46.6246529 -23.5445238, -46.6247996 -23.5445509, -46.6249574 -23.5446286)",0.029929784507810482,Rua do Gasômetro,,,,,,,
6621565033,445042797,0,705005536,True,,residential,,False,121.512,"LINESTRING (-46.6246529 -23.5445238, -46.6246729 -23.5444441, -46.6248788 -23.5435763, -46.6248864 -23.5435444, -46.6249073 -23.5434562)",0.0004781966474871711,Rua do Lucas,,,,,,,
6625433754,2449928273,0,431552168,False,,residential,,True,11.346,"LINESTRING (-46.6242457 -23.5468589, -46.6242286 -23.5468936, -46.6241999 -23.5469519)",0.00031493274961803174,Vila Costa Neves,,,,,,,
6632055956,4085236404,0,705817403,True,,residential,,False,16.701,"LINESTRING (-46.6173128 -23.5673707, -46.617339 -23.5673777, -46.6173616 -23.5673919, -46.6173782 -23.5674117, -46.6173874 -23.5674353, -46.6173881 -23.5674603, -46.6173804 -23.5674843)",0.0034551706813620133,,,,,,,roundabout,
6632055960,4085236405,0,705817403,True,,residential,,False,7.15,"LINESTRING (-46.6172699 -23.5675234, -46.617221 -23.5674773)",0.0015703255468819076,,,,,,,roundabout,
6632055960,6632055973,0,970059372,True,,residential,,False,14.342,"LINESTRING (-46.6172699 -23.5675234, -46.6171817 -23.5676239)",0.0006290391751963965,Rua Oliveira Lima,,,,,,,
6632055969,8560971199,0,922148063,True,,residential,,False,16.765,"LINESTRING (-46.6172186 -23.5674259, -46.6172031 -23.5672758)",0.002197298911979137,Rua Oliveira Lima,,,,,,,
6632055969,6632055956,0,705817403,True,,residential,,False,12.312,"LINESTRING (-46.6172186 -23.5674259, -46.6172325 -23.5674013, -46.6172547 -23.5673826, -46.6172826 -23.567372, -46.6173128 -23.5673707)",2.892134138834007e-06,,,,,,,roundabout,
6632055973,4085236405,0,970059373,True,,residential,,False,16.786,"LINESTRING (-46.6171817 -23.5676239, -46.617221 -23.5674773)",0.0006288325941864798,Rua Oliveira Lima,,,,,,,
6632055973,1448778078,0,39081849,False,,residential,,True,212.303,"LINESTRING (-46.6171817 -23.5676239, -46.6171186 -23.5677674, -46.6170636 -23.5679599, -46.6171769 -23.569512)",0.0003152426211329068,Rua Oliveira Lima,,,,,,,
6633613133,6633613142,0,38892077,True,2,residential,,False,67.626,"LINESTRING (-46.6245961 -23.5225657, -46.6246428 -23.5225645, -46.6247267 -23.5225737, -46.6248507 -23.5225811, -46.6249613 -23.5225854, -46.6250579 -23.5225528, -46.6251404 -23.5225088, -46.6251779 -23.5224898, -46.6252309 -23.5224735)",4.131620198334296e-07,Avenida Projetada,,,,,,,
6633613133,5329460473,0,268786163,True,,residential,,False,40.047,"LINESTRING (-46.6245961 -23.5225657, -46.6246764 -23.5226161, -46.6247159 -23.5226739, -46.6247327 -23.5227477, -46.6247246 -23.5227895, -46.6247018 -23.5228245, -46.6246636 -23.5228513)",1.032905049583574e-07,,,,,,,,
6633613138,5329460473,0,268786159,True,2,residential,,False,67.395,"LINESTRING (-46.6252386 -23.5229726, -46.6251671 -23.5228931, -46.6251122 -23.5228397, -46.6250387 -23.522801, -46.6249542 -23.5227917, -46.6248588 -23.522801, -46.6247743 -23.522825, -46.6246636 -23.5228513)",0.0006298654992360634,Avenida Projetada,,,,,,,
6633613138,6633613142,0,1133117612,True,4,primary,50,False,55.504000000000005,"LINESTRING (-46.6252386 -23.5229726, -46.6252363 -23.5228485, -46.6252305 -23.5225314, -46.6252309 -23.5224735)",0.0006298654992360634,Avenida Cruzeiro do Sul,,,,,,,
6633613142,3414841914,0,933942620,True,4,primary,50,False,72.74,"LINESTRING (-46.6252309 -23.5224735, -46.6252311 -23.5224378, -46.6252156 -23.5218195)",0.0003152426211329068,Avenida Cruzeiro do Sul,,,,,,,
6689134489,6689134490,0,711433499,False,,residential,,False,68.459,"LINESTRING (-46.6372382 -23.5254543, -46.6368527 -23.5259584)",0.0003144162970932399,,,,,,,,
6689134489,445160826,0,37923506,True,,residential,,False,62.400999999999996,"LINESTRING (-46.6372382 -23.5254543, -46.6371788 -23.5254166, -46.637148 -23.5253822, -46.6371064 -23.525317, -46.6370852 -23.5252691, -46.6369717 -23.5249631)",0.004240415599695881,Rua Júlio Conceição,,,,,,,
6689134490,6689134489,0,711433499,False,,residential,,True,68.459,"LINESTRING (-46.6368527 -23.5259584, -46.6372382 -23.5254543)",0.0003149327496180317,,,,,,,,
6689501656,1439849936,0,977007483,True,2,tertiary,,False,22.435,"LINESTRING (-46.6123161 -23.5645609, -46.6124317 -23.5647326)",0.0005083321695936446,Rua Cavalheiro Afonso Nicoli,,,,,,,
6689501656,9590264343,0,711498218,True,1,primary_link,,False,43.702,"LINESTRING (-46.6123161 -23.5645609, -46.6122802 -23.5646472, -46.6122376 -23.5646884, -46.6121766 -23.5647253, -46.6121209 -23.5647437, -46.6120542 -23.564744, -46.6119929 -23.564719)",0.00028395518939169917,,,,,,,,
6689501659,6689501656,0,977007483,True,2,tertiary,,False,7.505,"LINESTRING (-46.612287 -23.5644989, -46.6123161 -23.5645609)",0.0007917709064605506,Rua Cavalheiro Afonso Nicoli,,,,,,,
6689501659,9590264343,0,711498219,True,1,primary_link,,False,42.13699999999999,"LINESTRING (-46.612287 -23.5644989, -46.6122691 -23.5645615, -46.6122514 -23.5645996, -46.6122058 -23.5646448, -46.6121095 -23.5646946, -46.6120405 -23.564713, -46.6119929 -23.564719)",0.0006001953016867753,,,,,,,,
6689501661,1417145798,0,237048414,True,2,primary,50,False,14.383,"LINESTRING (-46.6118909 -23.5647113, -46.6118924 -23.564759, -46.6118975 -23.5648405)",0.0009126758179093529,Avenida Dom Pedro I,,,,,,,
6689501661,6689501674,0,711498220,True,2,primary_link,,False,11.059000000000001,"LINESTRING (-46.6118909 -23.5647113, -46.6118462 -23.5646801, -46.611806 -23.5646494)",0.0011333703133015465,,,,,,,,
6689501674,4171918281,0,846462403,True,2,primary_link,,False,15.944,"LINESTRING (-46.611806 -23.5646494, -46.6116837 -23.56456)",0.002030711985582298,,,,,,,,
6689501674,1417145802,0,"[35265741, 1031681191]",True,3,primary,50,False,17.5,"LINESTRING (-46.611806 -23.5646494, -46.6117874 -23.5647181, -46.6117746 -23.5648039)",0.0007008186982492456,Avenida Dom Pedro I,,,,,,,
6707729720,1448778142,0,942296777,False,1,residential,,False,8.742,"LINESTRING (-46.6210501 -23.5639375, -46.6209658 -23.563952)",0.0003149327496180317,Rua Estella Salzo,,,,,yes,,
6707729721,1448778080,0,942279390,False,1,residential,,False,8.335,"LINESTRING (-46.6218346 -23.5685145, -46.6219145 -23.5684985)",0.0003149327496180317,Rua Oswaldo de Luca,,,,,yes,,
6707729722,715554822,0,211455037,False,4,tertiary,50,False,30.583,"LINESTRING (-46.6333438 -23.5669912, -46.63331 -23.5668606, -46.6332714 -23.5667243)",0.0002240467260941895,Avenida da Aclimação,,,,,,,
6707729722,459335444,0,211455037,False,4,tertiary,50,True,142.32,"LINESTRING (-46.6333438 -23.5669912, -46.6334393 -23.5673501, -46.6334852 -23.5675995, -46.6334864 -23.5677802, -46.6334455 -23.5679767, -46.6334047 -23.5680988, -46.633396 -23.5681272, -46.6333748 -23.5681823, -46.6333469 -23.5682379)",0.0009239738345277221,Avenida da Aclimação,,,,,,,
6707729726,715554822,0,921115807,True,2,tertiary,,False,30.566,"LINESTRING (-46.6335056 -23.566896, -46.6332714 -23.5667243)",0.0035707705169890753,Rua Pires da Mota,,,,,,,
6707729726,6707729722,0,713410966,True,1,tertiary_link,,False,21.526999999999997,"LINESTRING (-46.6335056 -23.566896, -46.6334428 -23.5669017, -46.6334091 -23.5669124, -46.6333932 -23.5669202, -46.6333764 -23.5669312, -46.6333636 -23.5669469, -46.6333526 -23.5669667, -46.6333438 -23.5669912)",0.0004690886401050605,,,,,,,,
6707729731,4561913704,0,933595466,False,,residential,,True,8.398,"LINESTRING (-46.6398586 -23.5575978, -46.6399115 -23.5576557)",0.0003149327496180317,Rua Lettiere,,,,,,,
6707729732,865280536,0,72916497,False,4,secondary,50,True,27.205999999999996,"LINESTRING (-46.6398343 -23.556275, -46.6398775 -23.5563459, -46.6399756 -23.5564824)",0.0007372214231892097,Avenida Brigadeiro Luís Antônio,,,,,,,
6707729732,459347476,0,933595465,False,5,secondary,50,False,35.615,"LINESTRING (-46.6398343 -23.556275, -46.6398032 -23.5562221, -46.6396793 -23.555988)",0.002933994530987625,Avenida Brigadeiro Luís Antônio,,,,,,,
6707729735,865280536,0,72916500,True,2,tertiary,50,False,31.819000000000003,"LINESTRING (-46.6400292 -23.5562005, -46.6400075 -23.5563125, -46.6399756 -23.5564824)",0.0003125809184754859,Rua Santo Amaro,,,,,,,
6707729735,6707729732,0,713410968,True,1,secondary_link,,False,21.582,"LINESTRING (-46.6400292 -23.5562005, -46.6399525 -23.5562367, -46.639902 -23.5562554, -46.6398343 -23.556275)",0.0013899771664955896,,,,,,,,
6726776012,452096718,0,340318051,False,,residential,,True,10.191,"LINESTRING (-46.6096629 -23.5362935, -46.6096492 -23.5362783, -46.6095993 -23.5362228)",0.0003149327496180317,Vila Simeone,,,,,,,
6726776013,452096714,0,38882238,False,,residential,,True,9.827,"LINESTRING (-46.6098589 -23.5358585, -46.6099235 -23.5359241)",0.0003149327496180317,Vila Judite,,,,,,,
6735531618,1468509792,0,245893027,False,,residential,40,True,21.014,"LINESTRING (-46.6150497 -23.5674659, -46.6150406 -23.5672771)",0.0003149327496180317,Travessa Ugo Tognazzi,,,,,yes,,
6735531619,3375721657,0,942941887,False,,residential,,False,16.336,"LINESTRING (-46.6161631 -23.5672127, -46.6161453 -23.5670667)",0.0003149327496180317,Travessa Narcísio Ettore Campaner,,,,,yes,,
